id;text;polarity
tD180;I'm trying to get better performance out of this Oracle query (which is terribly slow). I'm an Oracle beginner so maybe someone can point out a better way to approach this query. I have a table with information on different families. I want to extract the different relationships based on a relationship type. The solution I came up with uses a hash join to query the database...;neutral
sA314;I voted up your question because I want to do the same thing.;neutral
tA190;Lots of people talk about writing tests for their code before they start writing their code. This practice is generally known as Test Driven Development or TDD for short. What benefits do I gain from writing software this way? How do I get started with this practice?;neutral
sA514;Tap the escape key. It's that simple.;neutral
pA87;Let's imagine something like this: Later I can do something like this: Is there any way I can set the limit when using the named query, and not when defining it? I'd would really love to do something like: or Thx in advance! :-);positive
sD220;Excellent! Just what i needed!;positive
tB340;Awesome! Thanks.;positive
tA312;anyone have any experience of using them together? How well does it work? or is it just too much grief?;neutral
pC81;@GMasucci, I'm not saying that all singletons are evil, I'm saying that they are considered such and for a reason. I myself use them sometimes, but I often find that I would be better of without them. I'm not going to start a flame war about singletons here, but if there is a doubt (otherwise, why ask a question?)... Maybe there's enough of a reason not to use them?;neutral
tD85;I really like Kate, and since it's a KPart, other KDE programs use it as the editor, so it's goodness everywhere! (why is everybody else assuming you use windows?);positive
sD556;I loved the wild solution that Marcus offered and it would be great if it could be undeleted!;positive
tB35;This question is awfully vague.. and doesn't seem to have anything to do with programming..;negative
sA459;The project was moved to https://github.com/leblancmeneses/NPEG;neutral
tD454;Thanks for the answers. I've found a great sitemap generator over at codeplex. If anyone is interested you can check it out here: Enjoy!;positive
sD425;Can you unaccept the current accepted solution and accept this answer?;neutral
sC468;@GabrielePetronella I missed that link, I hate how stackoverflow removes the underline! Are you running it on a server or file protocol?;negative
pB20;Is this valid ? what I'm really worried about is can you specify type and also use def at the same time?;negative
sA352;I just tried installing those missing plugins ... what a pain!;negative
tB306;You should try Type Hierarchy. Right Click the class and Open Type Hierarchy. There are so many option look for Show all inherited members. It can be found at the lover section of the Type Hierarchy Widget.;neutral
sC119;"If I start a process with exec(), how can I later terminate that process, with say pressing/sending the ""q"" key. Instead of using , you could look at using , which requires that you pass in an array specifying three -- one for , one for and one for . This will let you easily feed input into the program while processing output, without blocking just waiting for it to execute. You can later use to viciously murder it, if needed.";neutral
sC336;Delphi (since 2009) now has a TDictionary class for doing this.;neutral
sC465;It's the client to a webservice;neutral
tB135;@Evan It's not compilable java. It's used to navigate the code in eclipse/idea and is excellent if you have a large code base with lots of long class names.;positive
pA50;Excellent! Thanks for the info.;positive
tB47;Source control, keep it offsite and keep it for life! You'll never have to worry about it.;positive
sA13;I am unable keep selection after locking model of grid. My code is as below.;neutral
sC114;I see. Everything makes sense now. Thanks a lot for the excellent answers!;positive
tD130;dupe: http://stackoverflow.com/questions/996646/stand-alone-java-code-formatter-beautifier-pretty-printer;neutral
tC396;(and even worse, the + or - 10 is dependant on the order of registering the observers!);negative
