id;rating;benefits;side_effects
202;10;Being able to focus, weight loss, more energy, staying on task, more relaxed once it kicked in or wore off. Slowed down my thought process, anxiety went done, not over thinking and less of a worrier. No explosive episodes with family, stablized my moods. Work non stop, focused on tasks, can sit and stay still, read books for longer then 5 minutes. If you don't have ADHD and take this drug it will make you a hyperactive spaz and will have the oppositve effects.;Lack of sleep, this is why I was perscribed lunesta 3mg per night. Really happy and more talkative, have to watch what I say. Weight loss, loss of appetite, headaches from not eating, shakey, mild dizzyness, blurred vision, forgetfulness, moody if I missed a dose or it wore off, can become addicting, temporary fix to a permanent problem. Mild run around with getting the perscription filled because it is classified as a c2.
3409;2;We could not identify any benefits at all. The behavior and memory problems remained unchanged or worsened over time. Anxiety continued to increase and the dementia progressed systematically. Disorientation continued to increase and the patient became more and more difficult to manage. It appeared that irritability increased and the patient became more agitated more easily.;There was some indication that there was at least some increase nausa as well as some infrequent but increased bouts of diarrhea. There were a few episodes of vomiting, but it might be attributed to other factors for this one side effect. There was definitely increased insomnia as well as loss of appetite, but it can not be definitively stated that the drug alone contributed to these although it did occur after the drug was begun.
532;5;This medication greatly helped me to sleep well. I felt more restored after a nights sleep. I no longer had trouble going to sleep and no trouble with waking up in the middle of the night, and not being able to get back to sleep. Unfortunately this medication did not seem to help with the Fibromyalgia very much.;It put a damper on my libido. I wasn't much interested in having relations with my husband. He was not too pleased with this. I wasn't happy with this side effect either since it is not very good for a marital relationship.
1442;1;Initially felt good, then after a week knee pain started. Week later started getting bumps on my legs. Kept thinking I was doing something else wrong, blamed it on new shoes, etc. Knees hurt, were creaking and pain got worse. Bumps were scary.;Severe joint pain knees, sleeplessness, vaculitis.
1126;9;The treatment benefits are long term. There is no immediate benefit to be seen. My doctor advised me that a follow-up dexa scan should be performed in two years to determine if the treatment is effective in reversing or at least arresting the osteopenia. The drug is supposed to reduce risk of breast cancer.;I experienced some mild hot flashes during the month I took the drug. These hot flashes were not of the intensity that I experienced when I first started to experience menopause. I did have more ackiness in my bones and joints when I first starting taking it but these went away after the first few weeks.
1781;8;Mood was uplifted and dosage was easy (once daily). convenient dosage form;dizziness, drowsiness, decreased sex drive The full effect took a while to build up
1878;8;less fatigue, decreased head aches,skin became less red in color joint pains reduced, slept better;none i could tell at this time. if has been known to cause skin irritation due to sunlight, but due to the weather this has not been an issue
1961;8;With the Lyrica It helps the pain.;With Lyrica I have put on a bit of weight, this is rather depressing so now on anti depressants. For now I have Irritable Bowel Syndrome and the pains are not too good each day.
57;9;I had morning-to-night headaches for two weeks prior to taking the medication. My doctor ascertained that these were most likely tension headaches. The morning after taking the first dose, I had no headache, and I remained headache-free for 2 days. Now, on the third day, the headache is returning, so I plan to take another dose tonight.;All day on the day after taking the medication, I had symptoms that resembled low blood sugar. I was very jittery after a small amount of caffeine (less than I normally drink). All day I had this unpleasant effect. But it was not as bad as having a headache all day.
3990;3;Slight increase in bone density in hips, however no change in back (vertabrae);After taking the drug for 7 months, I literally developed severe gastric reflux one evening (June 2007). Actual acid reflux disappeared within a few days, but symptoms feeling like a hard, sometimes painful lump in my esophagus persisted for months, especially when lying down. Even after giving up Fosamax 2 months after initial symptoms occurred (in Sept '07, the condition persisted.
